doc_number;rating;text;summary_raw;review_raw;summary_tokens_length;rating_0
5540985;3;disapointed, not, quite, wanted, probly, upgrade, not, use;disapointed;not quite what i wanted,will probly upgrade and not use;1;2
3813812;5;good, protection, ipad, looks, great, easy, good, protection, ipad, looks, great, easy, work, problem, order, addressed, immediately, seller, really, aims, please, gladly, repeat_business;Very good protection for my iPad looks great and is easy ...;Very good protection for my iPad  looks great and is easy to work with. There was a problem with my order but it was addressed immediately. This seller really aims to please. Would gladly do repeat business with them.;6;4
936324;5;ram, yay, gb, previously, doubled, packaging, pictured, items, described, note, module, mhz, together, make, mhz, good, performance_boost, able, boost, graphics, bit, games, iracing, oblivion, able, boost, performance, boinc, projects, good, deal;More RAM, yay!;Had 2GB previously, this doubled that. Packaging wasn't as pictured, but items were as described. A note, each module is 400mhz, together make up 800mhz. Good performance boost. Able to boost graphics a bit in games, iracing and Oblivion. Also able to boost performance of Boinc projects. Good deal.;2;4
250489;5;five_stars, installed, works_great;Five Stars;installed and works great;1;4
166675;5;good, solution, fine, well_made, clear, look, slide, loupe, out, removing, slide, medium, weight, plastic;Good solution;Fine and well made.  Very clear.  You can look at the slide with a loupe with out removing the slide.  Medium weight plastic.;2;4
5694620;5;five_stars, good, product, returned, size, right, car;Five Stars;very good product but returned it because the size wasn't right for my car;1;4
4663469;3;looked, exactly, needed, looked, exactly, needed, functioned, poorly, than_expected, macbook_pro, thunderbolt_port, port, external_monitor, cable, accessories, plug, well, thought, able, ware, monitor, vga_port, dvi, actuality, worked, hdmi, setting, hope, day, tv, use, monitor, work, second, well, good, friend, presented, different, solution, gave, right, equipment, free, worked, immediately;I looked like exactly what I needed;"I looked like exactly what I needed; but it functioned even more poorly than I expected.  I have a MacBook Pro with 1 thunderbolt port.  The same port that external monitor cable and accessories plug into.  Well, I thought I would be able to ware one monitor off the VGA port and one off the DVI.  In actuality, the only one that worked is the HDMI setting and I hope I would some day have a TV I could use as a monitor and then work off a second one.  Well, a good friend presented me with a different solution, gave me the right equipment for free and it worked immediately.";3;2
1923856;3;ok, not, really, bright_enough, nor, distribute, light, enough, area, illuminate, laptop, keyboard, reason, bought;It's ok.;Not really bright enough nor does it distribute light in enough area to illuminate my laptop keyboard - which is the reason I bought it.;1;2
6284702;5;best, case, items, really, care, sturdy, case, protects, content, well, comes, foam, easy, shape, around, want, protect, shipped, without, wheels, handles, make, easier, carry, better, persons, yet, pull, handle, helps, carrying_case, wheel;Best case for items you really care about;Sturdy! This case protects its content very well. It comes with the foam which is easy to shape around the item(s) you want to protect. Can be shipped without the wheels. The handles make it easier to carry but better be 2 persons. Yet there is a pull handle that helps carrying this case on wheel.;5;4
1189706;4;works, great, far, good, not, opportunity, yet, use, long_period, charged, first, time, years, camcorder, works, happy, mama;works great!!!!!!!;So far so good have not had the opportunity yet to use is for a long period but it charged and for the first time in over a two years my camcorder works again.  So I am a Happy mama.;2;3
1638549;3;thought, too, good, true, saw, price, brand, not, video, skype, freezes;I thought it was too good to be true..;when I saw the price and the brand. This is not so. I can't get video with skype. It freezes.;4;2
6345501;5;five_stars, good;Five Stars;Good;1;4
1384429;1;old_model, monoprice, newer, updated, adapter, worked, not, work, anymore, frustrating, tried, different, tv, different, laptops, no_luck;Old model. Monoprice has a newer updated adapter;Worked only once. Now doesn't work anymore. Very frustrating. Tried different tv's and different laptops with no luck.;5;0
4079686;3;know, distance, purchased, returned, immediately, due, not, strong_enough, pick, towers, area, keep, mind, shopping, know, area_surrounded, lot, interference, aka, apartments, structures, forest, far_away, towers, relation, device, going, place, area, without, interference, inside, apartment, remote, activated, lights;Know your distance!;Purchased this, returned it immediately due to not being strong enough to pick up any of the towers in the area. Keep in mind when you're shopping for these to know your area: a.) surrounded by a lot of interference, aka apartments, structures, forest, b.) how far away are your towers in relation to you and where the device is going to be, c.) place this in an area without any interference inside the apartment such as remote activated lights, etc.;2;2
5123829;5;perfect, no, bubbles, recommended, heaven;Perfect with no bubbles at all;recommended as heaven!;3;4
2669108;3;refurbished, think, not, sold, refurbished, reconditioned, called, garmin, help, deleting, several, old, scorecards, technician_informed, presence, old, scorecards, indicated, used, device, not, reconditioned, not, happy, much, hope, continues, work, well, beginning, question, battery_life, emerge, week, end;Refurbished?  I think not.;"Sold to me as ""refurbished"" or ""reconditioned"" when I called Garmin for some help with deleting several old scorecards to technician informed me the presence of those old scorecards indicated this was a ""used"" device, not ""reconditioned"".  I am not happy about it but there isn't much I can do but hope that it continues to work well.  I am also beginning to question the battery life but that will emerge by week's end.";3;2
639262;1;killed, laptop, failed, start, yesterday, circuit_city, thought, good, deal, compared, linksys, excited, home, improve, speed, network, especially, wireless, ps, plugged, cd, immediately, took, network, adapters, not, back, not, guy, completely, gone, intel, software, not, find, windows, not, find, ended, imaging, hard_drive, hours, work, try, set, finally, everything, going, windows, reinstalled, internet, back, plug, link, router, follow_instructions, no, lights, product, not, turn, no_matter, tried, going, back, today, replace, product;Killed Laptop, then failed to start;"Got this yesterday at Circuit City--  Thought it was a good deal at $50 compared to the Linksys at $120.  Excited to get it home, and improve speed on network, (especially wireless to PS3) I plugged in the CD and it immediately took down my network adapters.  Could not get it back.  (I'm not an IT guy, but they were completely gone.)  Intel's software couldn't find them, Windows couldn't find it.  Ended up re-imaging hard drive.

After 3 hours of work to try to set it up, I finally had everything going, Windows reinstalled, internet back up, etc.  Plug in D-Link router as I follow the instructions and get no lights.  The product would not turn on no matter what I tried.  It's going back today, I won't replace it with this product.";4;0
2046040;2;ok, desk, pinch, leather, finish, marketing, major, way, saying, plastic, case, textured, instead, smooth, let, call, cheap_plastic, leather, finish, snap, back, ipad, sort, sit, slot, keyboard, tray, adjustable_angles, mean, piece, plastic, behind, ipad, base, pushes, ipad, forward_backward, ipad, secured, base, keyboard, someone_walks, knocks, table, ipad, falls, right, out, lap, little, tilt, ipad, tips, right, out, keyboard, inherently, unsafe, feeling, entire, setup, well, screen, not, connected, keyboard, relying_upon, gravity, keep, everything, place, close, keyboard, remove, ipad, try, operative_word, try, close, tightly, say, try, witnessed, keys, knocked, incomplete, closures, resulting, entire_contraption, falling_apart, unexpectedly, price, ipads, solution, seems, acceptable, table, desk, past, shortcomings, keyboard, used, similarly_designed, nt_airbender, case, new_trent, overcomes, insecure, feeling, keyboard, keyboard, similarly, flawed, sleep, button, touch_typist, expect, backspace_key, keyboard, feels_cheaply, made, keys, literally, fall, careful, perhaps, not, entirely, fault, design, uncomfortably, cramped, concession, small, size, ipad, seriously_considering, keyboard, go, airbender, instead, costly, added_security, unified, solution, worth, price;Ok for a desk.  In a pinch.;"""Leather finish"" is some marketing major's way of saying that the plastic case is textured instead of smooth, but let's call it what it is -- cheap plastic.  The ""leather finish"" snap-on back and the iPad just sort of sit into a slot in the keyboard tray.  The ""adjustable angles"" mean that there is a piece of plastic behind the iPad in the base that pushes the iPad forward or backward.  The iPad isn't secured into the base/keyboard at all.  If someone walks by and knocks the table, the iPad falls right out.  If you put this on your lap, a little tilt and the iPad tips right out of the keyboard.  There is this inherently unsafe feeling in the entire setup because, well, the screen is just not connected to the keyboard at all -- you are relying upon gravity to keep everything in place.  To ""close"" this keyboard, you remove the iPad and then try (and the operative word here is ""try"") to close it all up tightly.  I say ""try"" because I have witnessed (a) keys being knocked off and (b) incomplete closures, resulting in the entire contraption falling apart unexpectedly.  With the price of iPads, this is a solution that seems only acceptable on a table or a desk and, even then, only if you can get past the shortcomings of the keyboard itself.  I've used the similarly-designed NT38B Airbender case by New Trent.  It overcomes the insecure feeling of this keyboard, but the keyboard is similarly flawed.  There is a ""sleep"" button where touch typist expect the backspace key, the keyboard itself feels cheaply made (keys literally fall off if you aren't careful) and, perhaps not entirely the fault of the design, it is uncomfortably cramped (a concession to the small size of the iPad).  If you are seriously considering this keyboard, go with the Airbender instead -- while more costly, the added security of a unified solution is worth the price.";3;1
2835739;3;ok, prefer, another, reading, good, reviews, went, back, moko_slim, fit, case, google_nexus, android_tablet, black, electronics, handle, case, fine, good, quality, prefer, daily_use;OK, but prefer another;"I got this after reading good reviews, but went back to MoKo Slim-fit Case for Google Nexus 7 Android Tablet (Black) (Electronics) because of the handle.

This case is fine, good quality... but I prefer the other one for daily use.";3;2
1539607;1;star, not, work;One Star;Didnt work.;1;0
4410228;5;five_stars, great, product, good, shipping, use;Five Stars;Great product and good shipping. Would use again.;1;4
1924973;5;handy_device, really, works_great, conjunction, port, remote, lan_segment, diagnostic_tests, confirmed, quality, link, remote, good;Handy Device;Really works great in conjunction with the 20 port I got for a remote lan segment. Diagnostic tests confirmed the quality of the link to the remote was good.;1;4
1868270;3;nd, better, bought, another, pretty_much, not, exact, apparently, guest, tripped, causing, small, spark, fire, months, without, laptop, surely, fried, good_news, no, problem, far, bad_news, fans, guys, crazy, powerful, good_news, gets, job_done, cord, takes, used, positioning, place, watch, out, rough_edge, pass, end, female, usb, side, not, sharp, looks, use, pass, easily, serrated;2nd one was better;"I had bought another one, pretty much the same (if not the exact same) and apparently a guest tripped over it causing a small spark/fire.

The one I have now I've had for a few months and without it my laptop would surely be fried. Good news is no problem so far. Bad news is, the fans on these guys aren't crazy powerful. Good news is there are 3 so it gets the job done.

Cord takes some getting used to (positioning it is all over the place) and watch out for the rough edge on the pass-through end (female usb side). Not 'sharp' but a looks like if you use the pass-through it could easily get serrated.";2;2
1993160;3;flawed, cover, causes, ipad, stay_awake, fabric_material, initially, rigid, flexible, bad, holds, cover, open, well, placed, within_weeks, front_cover, bent, enough, using, tabletop, mode, no_longer, stayed, flat, closed, ipad, ipad, remain, result, turning, back, cover, slowly, bent_upwards, course, hours, okay, value;Flawed cover causes IPAD to stay awake;"The fabric material is initially rigid, and the flexible bad that holds the cover open is well-placed. However, within a few weeks, the front cover had been bent enough using it in tabletop mode that it no longer stayed flat when closed on the IPAD. The IPAD would remain on as a result, even turning back on as the cover slowly bent upwards over the course of a few hours.

It's OKAY for the value.";5;2
6407025;2;terrible, options, ceiling_mount, electrical, box, mounts, terrible, constantly, adjust, speaker, well, lb_limit, nothing_else, out, market, still, using, really, unhappy, considering, cost;Terrible, but one of the only options for ceiling mount electrical box;These mounts are terrible.  I constantly have to adjust the speaker which is well under the 5 lb limit. Nothing else out there on the market so I'm still using them, but I'm really unhappy with them considering the cost.;5;1
6341846;5;happy, service, coverage, bought, coverage, bought, neato, vacuum, well, neato, not, work, out, ended, problematic, dud, constant, need, repair, called, told, defective, refunded, money, amazon, gift, card, full, purchase, price, shipped, product, back, well, worth, price, shop, amazon, time, ok, happy, service, coverage, great, job;Very happy with this service coverage;I bought this coverage when I bought a Neato vacuum. Well the Neato didn't work out and ended up being a problematic dud in constant need of repair. So I called them up told them I was defective and they refunded my money to an Amazon gift card for the full purchase price after I shipped the product back. Well worth the price. We shop on Amazon all the time so I was ok with that., Very happy with this service coverage!! Great job...;3;4
239233;4;cheap, parts, included, required, nbsp_data, hook_product, link_linked, class_link, normal_href, intel, next, unit, computing, kit, dp, hz, ref_ie, utf, intel, next, unit, computing, kit, nbsp, barebones_pc, bought, inexpensive, makes, wonder, intel, kit, not, include;Cheap Parts that should have been included.;"This was required for the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Intel-Next-Unit-of-Computing-Kit/dp/B00B7I8HZ4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Intel Next Unit of Computing Kit</a>&nbsp;barebones PC I bought here.

It is inexpensive, but makes me wonder why the Intel kit did not include it. (???)";3;3
6707904;4;pretty_neat, best, part, magnets, kept, ear_pieces, together, good, son_uses, playing, xbox, online, friend;Pretty neat item;The best part was how the magnets kept the ear pieces together.  The item itself was very good.  My son uses them for playing xbox online with friend.;1;3
3352676;3;awesome, lasted, really, nice, looking, comfortable, headphones, good, quality, sound, developed_short, days, use, sitting, watching_netflix, tablet, cheap, reason;awesome while they lasted.;These are really nice looking, comfortable headphones with good quality sound, but they developed a short after about two days of use sitting down watching Netflix on my tablet. They're cheap for a reason.;2;2
6439256;5;five_stars, great, addition, camera, thanks, seller;Five Stars;A great addition to our camera.  Thanks to the seller!;1;4
582558;5;nice, telescope, beginers, using, telescope, year, never, bores, easily, watch, celestial_objects, moon, high_definition, mars, jupiter, jupiter_moons, saturn_venus, orion_nebula, many, many, objects, pros, helpfull, viewfinder, first, light, software, helpful, sturdy, design, degree, prism, makes, erect, images, nice, focal_length, cons, tripod, bad, movement, telescope, tracking, big, challenge, horizontal_rotation, fine, move, watching, eyepiece, become, difficult, track, due, spillover, movement, tripod, rotators, tight, telescope, gets, tight, different, position, tripod, almost, becomes, impossible, tight, telescope, exactly, tracking, fix, telescope, move, gets, fixed, somewhere, see, blank, sky, company, celestron, tripod, black, mark, heavy, vibration, tripods, nuts_bolts, joints, starts, sounding, unusually, days, usage, plan, buy, better, buy, along, vibration_suppression, pads, else, not, fruitful, long_term, telescope, perspective, nice, investment, beginer, intermediate, astronomers, enjoy, fun, see, refractors, suggestion, celestron, fix, tripods, avoid, frustration, nice, telescopes, goodwill, telescope, lost, bad, quality, tripod, overall, product, enjoying, every_day, please, choosy, reflectors, refractors, please, not, see, sun, using, solar_filter, suggest, no, refractors, lot, light, focus, sometimes, makes, uv_rays, come, out, solar, filters, nice, product, except, irritating, tripod;Very nice Telescope for Beginers;"I have been using this telescope for about a year now and it never bores me.

You can easily watch the below celestial objects
-> Moon in a very high definition
-> Mars
-> Jupiter with jupiter's moons
-> Saturn
-> Venus
-> Orion Nebula
and many many objects.

Pros:
-> Very helpfull viewfinder
-> The First light software is very helpful
-> Sturdy design
-> The 90degree prism makes erect images
-> Very nice focal length

Cons:
-> Tripod is very very bad. The movement of the telescope up and down while tracking will be of a big challenge
The horizontal rotation is fine. But when u move up and down while u r watching through the eyepiece, it will become very difficult to track due to the spillover movement in the tripod's rotators. WHen u tight your telescope, it gets tight in a different position. With this tripod, it almost becomes impossible to tight the telescope exactly after tracking something. You fix it and the telescope will move and gets fixed somewhere where u can see only blank sky. For such a company like celestron, this tripod is a black mark.

-> Heavy vibration on the tripods. The nuts and bolts and joints starts sounding unusually after some days of usage.
If you plan to buy this, better buy it along with vibration suppression pads or else it will not be fruitful in long term

From a telescope perspective, this is a very nice investment for a beginer to intermediate astronomers. You will enjoy the fun of it when you see it in refractors.

My suggestion to celestron is to fix these tripods to avoid frustration on these nice telescopes. The goodwill of telescope is lost because of the bad quality tripod.

Overall, this is a product I am enjoying every day. Please be very choosy between reflectors and refractors. And please don't see sun using this. Even with a solar filter, i suggest NO. Refractors get in a lot of light focus which sometimes makes the UV rays even come out of solar filters.

Nice product except for the Irritating Tripod. :)";3;4
948422;3;great, product, speaker, nice, loud, really, design, another, set, family_member, soon, thanks;great product;speaker are nice and loud, i really like the design, will get another set for a family member soon, thanks;2;2
3487999;1;super, close, antenna, recommend, investing, not, believe, range, able, pick, regional, station, static, super, close, antenna, recommend_investing, legitimate, first, class, antenna, roof, home;Unless you are super close to an antenna I would recommend investing in ...;I don't believe the range on this.  I should be able to pick up some regional station and only get static. Unless you are super close to an antenna I would recommend investing in a legitimate first class antenna for the roof of your home.;5;0
152936;1;great, sound, horrible, quality, cord, first, headphones, sounded, great, fast_forward, six_months, still, sound, great, major_problem, rubber_coating, cord, disintegrating, turning, black, sticky_goo, bare_wires, exposed, sony, says, not, aware, problem, sony, online, customer_service, regret, difficulties, facing, sony_mdr, ex, headphones, headphones, not, known, sony, defective, way, not, aware, issue, ask, replaced, happy, headphones, money, sound, great, craftmanship, awful;great sound, horrible quality of cord;"When I first got these headphones they sounded great. Fast forward six months, and they still sound great. One major problem: the rubber coating on the cord is disintegrating and turning into a black sticky goo. The bare wires are exposed and Sony says they are not aware of such a problem.

From Sony online Customer Service: ""We regret the difficulties you are facing with the Sony MDR-EX71 Headphones. These Headphones are not known by Sony to be defective in any way and we are not aware of an issue.""

All i ask is for it to be replaced and I would be happy with these headphones. For the money they sound great. But the craftmanship is awful.";5;0
293805;5;peace, mind, family, area, lost, year_old, snuck, out, winter, freezing, work, great, caught, guard, times;Peace of mind;Got these after a family in this area lost their 2-year old that snuck out in the winter to freezing.  These work great and have even caught me off guard a few times!;2;4
2865717;4;ipod_touch, th_gen, gb, first, everyone_else, says, not, buy, gb, missing, back, camera, almost_every, app, out, uses, back, camera, making, severely_crippled, device, not, sure, reviews, lumped, reviews, gb, devices, completely, different, devices, lose, access, large, portion, app_store, catalog, apps, not, start, not, detect, camera, device, since, launch, good, bought, brand_new, sealed_package, not, reviewers, seem, gotten, used, device, battery_life, absolutely_terrible, hard, use, device, battery_dies, fast, problem, battery_meter, not, accurate, show, full, point, go, take, picture, use, app, battery, tank, half, capacity, goes, back, quit, app, not, battery_meter, go, gradually, no, battery_percentage, number, iphone, never, know, exactly, much, battery, left, point, approx, battery, go, use, app, take, picture, battery, goes, press, power_button, turn, screen, might, go, back, capacity, battery, cannot, changed, user, cannot, fixed, device, much, useful, better, battery, included, devices, similar, out, longer_lasting, batteries, price, device, expect, longer_lasting, battery, not, terms, much, use, day, without, charging, seeing, low, battery, warning, terms, many_years, out, battery, completely, shot, use, apple_approved, chargers, not, fake, ones, either, not, problem, devices, th_gen, th_gen, battery, problems, especially, year, use, devices, last, than, years, battery, gets, hour, life_span, seems, happen, year_warranty, expires, apple, replace, device, low, sporadic, battery_life, not, problems, batteries, devices, nintendo, handhelds, play, lot, than, ipod_touch, nintendo, handhelds, original, batteries, than, years_old, battery, still, charges, lasts, almost, new, devices, used, regularly, not, than, use, touch, nintendo, batteries, go, gradually, not, rebound, falsely, capacity, plus, devices, batteries, replaced, order, replacement, nintendo, online, fifteen_dollars, buying, ipod_touch, count, pay, mall, services, change, battery, buying, new, device, altogether, years, since, battery, shot, gaming, device, count, maybe, hours, life, might, hour, plan, charge, every, hour, playing_games, games, drain, battery, no, tomorrow, therefore, device, probably, not, good, long_periods, not, near, outlet, charge, device, probably, not, good, kids, road_trip, flight, source, power, nearby, especially, playing, battery_draining, games, making, big_deal, battery_life, device, not, adequate, battery_life, cannot, powered, therefore, becomes, expensive_paperweight, lot, faster_than, not, take, special, steps, reduce, usage, extend, battery_life, bought, device, use, not, limit, certain, features, disable, certain, features, extend, battery_life;iPod touch 5th Gen 32 GB;"First of all, as everyone else says, don't buy the 16GB, it is missing the back camera. Almost every app out there uses the back camera, making that one a severely crippled device. I am not sure why these reviews are lumped in with the reviews for the 16GB devices as these are 2 completely different devices. You will also lose access to a very large portion of the app store's catalog as some apps will not even start if they don't detect that a camera is there.

I have had this device since launch and its good. I bought it brand new in a sealed package, not like some other reviewers that seem to have gotten a used device. But the battery life is absolutely terrible. It is very hard to use this device when the battery dies so fast. The problem with the battery is the meter is just not accurate, it will show full at some point, then when you go to take a picture or use an app, the battery will tank to half capacity. Then it goes back up after you quit the app. Why not have the battery meter go down gradually? There is also no battery percentage number like there is with the iPhone so you never know exactly how much battery you have left. The point here is that you could have approx. 70% battery, go to use an app and take one picture, then the battery goes down to 30%, then if you press the power button to turn off the screen it might go back to 60% capacity. The battery also cannot be changed by the user so this cannot be fixed. This device could be so much more useful if it had a better battery included. There are other devices similar to this out there that have longer lasting batteries, for the price of this device I just expect a longer lasting battery, not only in terms of how much use I can get in a day without charging or seeing a low battery warning but in terms of how many years I can get out of the battery before its completely shot. I only use apple approved chargers and not fake ones either so that is not the problem.

Also I have had 2 of these devices, a 4th gen and a 5th gen, and I have had the same battery problems on both especially after one year of use. These devices should last more than 1-2 years before the battery gets down to a 1-2 hour life span. It also seems to happen after the 1 year warranty expires and apple won't replace a device for low or sporadic battery life. I have not had problems with batteries on other devices, like Nintendo handhelds, and I play those a lot more than I do on the iPod touch. I have Nintendo handhelds that have their original batteries and are more than 5 years old and the battery still charges and lasts almost like new and these devices have been used regularly if not more than I use the touch. Nintendo batteries go down gradually and do not rebound falsely in capacity. Plus these devices also have batteries that can be replaced if you order a replacement from Nintendo online for about fifteen dollars. If you are buying the iPod touch you can count on having to pay one of those mall services to change your battery for $80-100 or buying a new device altogether after 1-2 years since your battery will be shot.

If you are gaming on the device, count on maybe 1-2 hours of life if that, you might only get an hour. Plan to charge every hour if you are just playing games on it because games will drain the battery like no tomorrow. Therefore this device probably wouldn't be good for long periods where you will be not near an outlet to charge. This device probably wouldn't be good for kids on a road trip or flight unless you have some source of power nearby especially if they are playing battery draining games.

Why am I making such a big deal about battery life? If the device doesn't have adequate battery life, it cannot be powered and therefore becomes an expensive paperweight a lot faster than it should. I should not have to take special steps to reduce usage just to extend my battery life, I bought the device to use, not to limit myself to only certain features or to disable certain features to extend battery life.";3;3
80786;4;great, little, product, bought, computer, desk, area, works_great, warned, power, higher, tendency, go, out, inclement_weather, new, apartment, feel, bit, ease, bought, good, deal, surge_protectors, than, normal, taped, center, screw, side, not, lose, go, move;Great little product;I bought this for my computer/desk area and it works just great. I was warned that the power has a higher tendency to go out during inclement weather at my new apartment and feel a bit more at ease I bought a good deal more surge protectors than normal. I taped the center screw to the side so that I don't lose it when I go to move.;3;3
4509564;2;stars, good, material, turning, actual, tablet, hard, make, snips, material, accessible;Two Stars;Good material but turning on the actual tablet is hard.. had to make a few snips in the material so it's more accessible.;1;1
4453802;4;four_stars, gift;Four Stars;Gift.;1;3
3088371;4;great, gps, nice, features, bought, gift, chance, use, hour, trip, boston, worked, great, nice, features, showing, lane, need, long, turn, came, not, yell, constantly, spoke, enough, point, across;Great GPS;Some nice features. Bought this as a gift but had a chance to use it on a 2.5 hour trip to Boston. Worked great and had some nice features of showing which lane you need to be in long before the turn came. Also did not yell at you constantly. It spoke just enough to get the point across.;2;3
2427467;3;not, color, pictured, good, case, money, complaint, not, vibrant, case, pictured, ordered, green, case, expecting, bright_neon, not, basic, light, green, think, leaf, green, thankfully, son, still, liked, keep, nice, color, pictured;Not the same color pictured;Good case for the money, my only complaint is it is not vibrant like the case pictured. I ordered the green case expecting it to be bright/neon and it is not. It's just a basic light green (think leaf green). Thankfully my son still liked it so we will keep it, just would have been nice to get the color pictured.;3;2
6298909;5;five_stars, love;Five Stars;Love it;1;4
6611192;3;three_stars, ok;Three Stars;ok;1;2
4560046;4;looks, decent, installed, existing, machines, fine, take, point, not, much, say, looks, decent, installed, existing, machines, fine, take, point, driver, picks, windows, kept, marking, removable, drive, though, device_manager, read, dvd_rom, tinkering, restart, device, showed, fine, not, need, another_brand;... that it looks decent and installed into existing machines fine. Do have to take one point off as ...;Not much to say that it looks decent and installed into existing machines fine. Do have to take one point off as the driver it picks with Windows kept marking it as a removable drive even though device manager read it as a DVD-ROM. After some tinkering and a restart, device showed up fine, but did not need to do that with another brand.;8;3
1198873;2;not, worth, not, work, purchased, canon, grip;Not worth it.;It did not work, so I purchased the Canon grip.;2;1
1569673;2;head_phones, headset, not, good, not, not, say;head phones;This headset is not good at all I would not get it again don't get it that's about all I have to say;1;1
2288465;3;wish, worked, headset, phone, probably, works_fine, people, use, proved, useless, since, combination, headset, adapter, not, work, ge, grandstream, desk, phone, not, buy, know, headset, adapter, work, voip, desk, phone;I wish it worked with my headset/phone;It probably works fine for people who can use it.  It proved useless for me, since the combination of headset/adapter doesn't work with a GE Grandstream desk phone.  Don't buy it before you know your headset/adapter will work with you VoIP desk phone.;4;2
1521487;1;nice, actually, worked, owned_several, types, tuner, cards, no, problem, pretty_good, installing, tech, hardware, flustered, altogether, followed, manual, installed, drivers, nothing_happened, nothing, windows, not, detect, using, windows_vista, home_premium, sp, think, going, send, back, ticks, anxiously_waiting, arrive, week, buyer_beware;Would've been nice if it actually worked!;"I've owned several of these types of tuner cards before, and had no problem.  I am pretty good at installing tech hardware, but this thing had me flustered altogether!
I followed the manual, but when I installed all the drivers, nothing happened. Nothing at all!  Windows didn't even detect it!  I am using Windows Vista Home Premium SP1.  I think I'm going to have to send it back.  It ticks me off, because I was anxiously waiting for it to arrive all week.  Buyer beware!";3;0
921372;3;serves_purpose, need, white, paintable, speaker, cable, not, complete_junk, really, option, aware, gauge, less_than, desired, higher_end, speakers, job_done, hopefully, someone, monoprice, see, market, paintable, speaker, cable, provide, options, than, monster;Serves Its Purpose;If you need white (paintable) speaker cable that is not complete junk then this really is the only option that I am aware of...The gauge is less than desired for higher end speakers, but they get the job done.  Hopefully someone at Monoprice will see that there is a market for paintable speaker cable and provide other options than Monster.;1;2
2906393;2;scratches, super, easily, not, protect, case, scratched, really, easily, dented, first, day, looks_messy, every, touches, leaves, scratch, surface, logo, shown, picture, not, mind, wish, edited, out, upside, fit, laptop, perfectly, pretty, easy, ended, different, case, though, not, look, nice, scratches, guess, pay;Scratches super easily and doesn't protect;The case got scratched really easily and got dented on the first day. It looks messy and every thing that touches it leaves a scratch on the surface. It also has a logo which isn't shown in the picture, which I didn't mind, I just wish they hadn't edited it out. The only upside is that it fit my laptop perfectly and was pretty easy to get on/off. I ended up getting a different case though, this one just doesn't look nice with all the scratches but I guess you get what you pay for.;5;1
6247726;5;works, expected, worked, great, out, box, no, problem, detecting, laptop, built, bluetooth, use, soft, hard_surfaces, update, mouse, finally_crapped, out, years, use, constantly_disconnect, bluetooth, not, reconnect, minutes_later, overall, still, satisfied, product;Works as expected.;"Worked great out of the box, no problem detecting it with my laptop that has built in bluetooth.
You can even use it on soft or hard surfaces.

Update: Mouse finally crapped out after 6 years of use. It would constantly disconnect from bluetooth and would not reconnect until minutes later. Overall still satisfied with this product.";2;4
4469623;5;five_stars, thumbs, super_duper, package, deal;Five Stars;TWO THUMBS UP for a super duper package deal!!!;1;4
7822;4;four_stars, good, job;Four Stars;good job;1;3
339871;2;spend, extra_dollars, bought, keyboard, months_ago, thought, great, able, type, lights, out, not, disturbing, wife, normal, everyday_use, mailing, surfing, web, noticed, letters, rubbing, keys, soon, nothoing, left, keyboard, spend, extra_dollars, better, lighted_keyboard, replacing, mine, shortly;Spend a few more extra dollars.;I bought this keyboard about 6 months ago. I thought it was great. Being able to type with the lights out not disturbing the wife. But after normal everyday use,e-mailing,surfing the web, I noticed that the letters are rubbing off on the keys. Soon there will be nothoing left of the N or the E on this keyboard. Spend a few extra dollars and get the better lighted keyboard. I will be replacing mine shortly.;2;1
3394174;1;please, done, waste, not, not, fit, samsung_galaxy, tab, close, think, may, sent, wrong, trouble, returning, please, done, waste, money;Please done waste;This didn't not fit my Samsung galaxy tab 4 7.0 it wasn't even close I think they may have just sent me the wrong one but now I'm having trouble returning it. Please done waste money;3;0
395231;3;good, sound, clunky, unit, sound, ipod, speaker_system, good, look, nice, sturdy, handles, carrying_around, actually, rather, heavy, clunky, not, mobile, seems, lot, use, out, held, well, many_years, not, buy, think, smaller, unit, good, sound;Good Sound, but clunky unit;The sound on this Ipod speaker system is good and the look is nice. While it has sturdy handles for carrying it around,it's actually rather heavy and clunky and not as mobile as it seems. We get a lot of use out of it and it has held up well - we've had it for many years now, but I wouldn't buy it again - I think you can get a smaller unit with just as good sound.;4;2
